year,region,country,discipline_title,event_title,event_gender,medal_type,life_expectancy,dalys_impact_levels_for_depression
2016,Oceania,Australia,Swimming,4x200m freestyle relay women,Women,SILVER,High,Critical
2016,North America,Canada,Swimming,4x200m freestyle relay women,Women,BRONZE,High,Moderate
2016,Europe,Hungary,Swimming,400m individual medley women,Women,GOLD,High,Minimal
2016,North America,United States,Swimming,400m individual medley women,Women,SILVER,High,Critical
2016,Europe,Spain,Swimming,400m individual medley women,Women,BRONZE,High,Critical
2016,Oceania,Australia,Swimming,4x100m freestyle relay women,Women,GOLD,High,Critical
2016,North America,United States,Swimming,4x100m freestyle relay women,Women,SILVER,High,Critical
2016,North America,Canada,Swimming,4x100m freestyle relay women,Women,BRONZE,High,Moderate
2016,Asia,Japan,Swimming,400m individual medley men,Men,GOLD,High,Minimal
2016,North America,United States,Swimming,400m individual medley men,Men,SILVER,High,Critical
2016,Asia,Japan,Swimming,400m individual medley men,Men,BRONZE,High,Minimal
2016,North America,United States,Swimming,4x100m freestyle men,Men,GOLD,High,Critical
2016,Europe,France,Swimming,4x100m freestyle men,Men,SILVER,High,Severe
2016,Oceania,Australia,Swimming,4x100m freestyle men,Men,BRONZE,High,Critical
2016,Europe,United Kingdom,Swimming,100m breaststroke men,Men,GOLD,High,Severe
2016,Africa,South Africa,Swimming,100m breaststroke men,Men,SILVER,Medium-High,Severe
2016,North America,United States,Swimming,100m breaststroke men,Men,BRONZE,High,Critical
2016,North America,United States,Swimming,400m freestyle women,Women,GOLD,High,Critical
2016,Europe,United Kingdom,Swimming,400m freestyle women,Women,SILVER,High,Severe
2016,North America,United States,Swimming,400m freestyle women,Women,BRONZE,High,Critical
2016,North America,United States,Swimming,200m freestyle women,Women,GOLD,High,Critical
2016,Europe,Sweden,Swimming,200m freestyle women,Women,SILVER,High,Severe
2016,Oceania,Australia,Swimming,200m freestyle women,Women,BRONZE,High,Critical
2016,North America,United States,Swimming,200m butterfly men,Men,GOLD,High,Critical
2016,Asia,Japan,Swimming,200m butterfly men,Men,SILVER,High,Minimal
2016,Europe,Hungary,Swimming,200m butterfly men,Men,BRONZE,High,Minimal
2016,Europe,Spain,Swimming,200m butterfly women,Women,GOLD,High,Critical
2016,Oceania,Australia,Swimming,200m butterfly women,Women,SILVER,High,Critical
2016,Asia,Japan,Swimming,200m butterfly women,Women,BRONZE,High,Minimal
2016,North America,United States,Swimming,200m backstroke women,Women,GOLD,High,Critical
2016,Europe,Hungary,Swimming,200m backstroke women,Women,SILVER,High,Minimal
2016,North America,Canada,Swimming,200m backstroke women,Women,BRONZE,High,Moderate
2016,North America,United States,Swimming,800m freestyle women,Women,GOLD,High,Critical
2016,Europe,United Kingdom,Swimming,800m freestyle women,Women,SILVER,High,Severe
2016,Europe,Hungary,Swimming,800m freestyle women,Women,BRONZE,High,Minimal
2016,Europe,Sweden,Swimming,100m butterfly women,Women,GOLD,High,Severe
2016,North America,Canada,Swimming,100m butterfly women,Women,SILVER,High,Moderate
2016,North America,United States,Swimming,100m butterfly women,Women,BRONZE,High,Critical
2016,North America,United States,Swimming,200m backstroke men,Men,GOLD,High,Critical
2016,Oceania,Australia,Swimming,200m backstroke men,Men,SILVER,High,Critical
2016,North America,United States,Swimming,50m freestyle men,Men,GOLD,High,Critical
2016,Europe,France,Swimming,50m freestyle men,Men,SILVER,High,Severe
2016,North America,United States,Swimming,50m freestyle men,Men,BRONZE,High,Critical
2016,Oceania,Australia,Swimming,100m freestyle men,Men,GOLD,High,Critical
2016,Europe,Belgium,Swimming,100m freestyle men,Men,SILVER,High,Moderate
2016,North America,United States,Swimming,100m freestyle men,Men,BRONZE,High,Critical
2016,Europe,Hungary,Swimming,200m individual medley women,Women,GOLD,High,Minimal
2016,Europe,United Kingdom,Swimming,200m individual medley women,Women,SILVER,High,Severe
2016,North America,United States,Swimming,200m individual medley women,Women,BRONZE,High,Critical
2016,North America,United States,Swimming,100m backstroke men,Men,GOLD,High,Critical
2016,Asia,China,Swimming,100m backstroke men,Men,SILVER,High,Minimal
2016,North America,United States,Swimming,100m backstroke men,Men,BRONZE,High,Critical
2016,Asia,Singapore,Swimming,100m butterfly men,Men,GOLD,High,Minimal
2016,North America,United States,Swimming,100m butterfly men,Men,SILVER,High,Critical
2016,Africa,South Africa,Swimming,100m butterfly men,Men,SILVER,Medium-High,Severe
2016,Europe,Hungary,Swimming,100m butterfly men,Men,SILVER,High,Minimal
2016,North America,United States,Swimming,100m freestyle women,Women,GOLD,High,Critical
2016,North America,Canada,Swimming,100m freestyle women,Women,GOLD,High,Moderate
2016,Europe,Sweden,Swimming,100m freestyle women,Women,BRONZE,High,Severe
2016,Asia,Kazakhstan,Swimming,200m breaststroke men,Men,GOLD,Medium-High,Moderate
2016,North America,United States,Swimming,200m breaststroke men,Men,SILVER,High,Critical
2016,Asia,China,Swimming,200m freestyle men,Men,GOLD,High,Minimal
2016,Africa,South Africa,Swimming,200m freestyle men,Men,SILVER,Medium-High,Severe
2016,North America,United States,Swimming,200m freestyle men,Men,BRONZE,High,Critical
2016,Europe,Italy,Swimming,1500m freestyle men,Men,GOLD,High,Moderate
2016,North America,United States,Swimming,1500m freestyle men,Men,SILVER,High,Critical
2016,Europe,Italy,Swimming,1500m freestyle men,Men,BRONZE,High,Moderate
2016,Oceania,Australia,Swimming,400m freestyle men,Men,GOLD,High,Critical
2016,Asia,China,Swimming,400m freestyle men,Men,SILVER,High,Minimal
2016,Europe,Italy,Swimming,400m freestyle men,Men,BRONZE,High,Moderate
2016,Europe,Denmark,Swimming,50m freestyle women,Women,GOLD,High,Moderate
2016,North America,United States,Swimming,50m freestyle women,Women,SILVER,High,Critical
2016,Europe,Belarus,Swimming,50m freestyle women,Women,BRONZE,High,Severe
2016,Europe,United Kingdom,Triathlon,Individual men,Men,GOLD,High,Severe
2016,Europe,United Kingdom,Triathlon,Individual men,Men,SILVER,High,Severe
2016,Africa,South Africa,Triathlon,Individual men,Men,BRONZE,Medium-High,Severe
2016,North America,United States,Triathlon,Individual women,Women,GOLD,High,Critical
2016,Europe,Switzerland,Triathlon,Individual women,Women,SILVER,High,Severe
2016,Europe,United Kingdom,Triathlon,Individual women,Women,BRONZE,High,Severe
2016,Europe,United Kingdom,Equestrian Dressage,Dressage Individual Grand Prix mixed,Open,GOLD,High,Severe
2016,Europe,Germany,Equestrian Dressage,Dressage Individual Grand Prix mixed,Open,SILVER,High,Moderate
2016,Europe,Germany,Equestrian Dressage,Dressage Individual Grand Prix mixed,Open,BRONZE,High,Moderate
2016,Europe,Germany,Equestrian Dressage,Dressage Team Grand Prix mixed,Open,GOLD,High,Moderate
2016,Europe,United Kingdom,Equestrian Dressage,Dressage Team Grand Prix mixed,Open,SILVER,High,Severe
2016,North America,United States,Equestrian Dressage,Dressage Team Grand Prix mixed,Open,BRONZE,High,Critical
2016,North America,Puerto Rico,Tennis,Singles women,Women,GOLD,High,Minimal
2016,Europe,Germany,Tennis,Singles women,Women,SILVER,High,Moderate
2016,Europe,Czechia,Tennis,Singles women,Women,BRONZE,High,Minimal
2016,Europe,Spain,Tennis,doubles men,Men,GOLD,High,Critical
2016,Europe,Romania,Tennis,doubles men,Men,SILVER,High,Minimal
2016,North America,United States,Tennis,doubles men,Men,BRONZE,High,Critical
2016,Europe,United Kingdom,Tennis,Singles men,Men,GOLD,High,Severe
2016,South America,Argentina,Tennis,Singles men,Men,SILVER,High,Minimal
2016,Asia,Japan,Tennis,Singles men,Men,BRONZE,High,Minimal
2016,Europe,Switzerland,Tennis,doubles women,Women,SILVER,High,Severe
2016,Europe,Czechia,Tennis,doubles women,Women,BRONZE,High,Minimal
2016,North America,United States,Tennis,mixed doubles mixed,Mixed,GOLD,High,Critical
2016,North America,United States,Tennis,mixed doubles mixed,Mixed,SILVER,High,Critical
2016,Europe,Czechia,Tennis,mixed doubles mixed,Mixed,BRONZE,High,Minimal
2014,Europe,Switzerland,Bobsleigh,two-man men,Men,GOLD,High,Severe
2014,North America,United States,Bobsleigh,two-man men,Men,SILVER,High,Critical
2014,Europe,Latvia,Bobsleigh,two-man men,Men,BRONZE,High,Severe
2014,North America,Canada,Bobsleigh,two-woman women,Women,GOLD,High,Moderate
2014,North America,United States,Bobsleigh,two-woman women,Women,SILVER,High,Critical
2014,North America,United States,Bobsleigh,two-woman women,Women,BRONZE,High,Critical
2014,Europe,Latvia,Bobsleigh,four-man men,Men,GOLD,High,Severe
2014,North America,United States,Bobsleigh,four-man men,Men,SILVER,High,Critical
2014,Europe,United Kingdom,Bobsleigh,four-man men,Men,BRONZE,High,Severe
2014,Europe,France,Biathlon,12.5km pursuit men,Men,GOLD,High,Severe
2014,Europe,Czechia,Biathlon,12.5km pursuit men,Men,SILVER,High,Minimal
2014,Europe,France,Biathlon,12.5km pursuit men,Men,BRONZE,High,Severe
2014,Europe,Norway,Biathlon,15km mass start men,Men,GOLD,High,Moderate
2014,Europe,France,Biathlon,15km mass start men,Men,SILVER,High,Severe
2014,Europe,Czechia,Biathlon,15km mass start men,Men,BRONZE,High,Minimal
2014,Europe,Ukraine,Biathlon,4x6km relay women,Women,GOLD,High,Severe
2014,Europe,Norway,Biathlon,4x6km relay women,Women,BRONZE,High,Moderate
2014,Europe,Germany,Biathlon,4x7.5km relay men,Men,SILVER,High,Moderate
2014,Europe,Austria,Biathlon,4x7.5km relay men,Men,BRONZE,High,Moderate
2014,Europe,Slovakia,Biathlon,7.5km women,Women,GOLD,High,Minimal
2014,Europe,Ukraine,Biathlon,7.5km women,Women,BRONZE,High,Severe
2014,Europe,France,Biathlon,20km men,Men,GOLD,High,Severe
2014,Europe,Germany,Biathlon,20km men,Men,SILVER,High,Moderate
2014,Europe,Belarus,Biathlon,12.5km mass start women,Women,GOLD,High,Severe
2014,Europe,Czechia,Biathlon,12.5km mass start women,Women,SILVER,High,Minimal
2014,Europe,Norway,Biathlon,12.5km mass start women,Women,BRONZE,High,Moderate
2014,Europe,Norway,Biathlon,Relay mix mixed,Mixed,GOLD,High,Moderate
2014,Europe,Czechia,Biathlon,Relay mix mixed,Mixed,SILVER,High,Minimal
2014,Europe,Italy,Biathlon,Relay mix mixed,Mixed,BRONZE,High,Moderate
2014,Europe,Belarus,Biathlon,10km pursuit women,Women,GOLD,High,Severe
2014,Europe,Norway,Biathlon,10km pursuit women,Women,SILVER,High,Moderate
2014,Europe,Slovenia,Biathlon,10km pursuit women,Women,BRONZE,High,Moderate
2014,Europe,Norway,Biathlon,10km men,Men,GOLD,High,Moderate
2014,Europe,Austria,Biathlon,10km men,Men,SILVER,High,Moderate
2014,Europe,Czechia,Biathlon,10km men,Men,BRONZE,High,Minimal
2014,Europe,Belarus,Biathlon,15km women,Women,GOLD,High,Severe
2014,Europe,Switzerland,Biathlon,15km women,Women,SILVER,High,Severe
2014,Europe,Belarus,Biathlon,15km women,Women,BRONZE,High,Severe
2014,Europe,Germany,Nordic Combined,Individual men,Men,GOLD,High,Moderate
2014,Asia,Japan,Nordic Combined,Individual men,Men,SILVER,High,Minimal
2014,Europe,Norway,Nordic Combined,Individual men,Men,BRONZE,High,Moderate
2014,Europe,Norway,Nordic Combined,Individual LH men,Men,GOLD,High,Moderate
2014,Europe,Norway,Nordic Combined,Individual LH men,Men,SILVER,High,Moderate
2014,Europe,Germany,Nordic Combined,Individual LH men,Men,BRONZE,High,Moderate
2014,Europe,Norway,Nordic Combined,Team men,Men,GOLD,High,Moderate
2014,Europe,Germany,Nordic Combined,Team men,Men,SILVER,High,Moderate
2014,Europe,Austria,Nordic Combined,Team men,Men,BRONZE,High,Moderate
2014,Europe,Austria,Alpine Skiing,super-G women,Women,GOLD,High,Moderate
2014,Europe,Germany,Alpine Skiing,super-G women,Women,SILVER,High,Moderate
2014,Europe,Austria,Alpine Skiing,super-G women,Women,BRONZE,High,Moderate
2014,Europe,Norway,Alpine Skiing,super-G men,Men,GOLD,High,Moderate
2014,North America,United States,Alpine Skiing,super-G men,Men,SILVER,High,Critical
2014,North America,Canada,Alpine Skiing,super-G men,Men,BRONZE,High,Moderate
2014,North America,United States,Alpine Skiing,super-G men,Men,BRONZE,High,Critical
2014,Europe,Germany,Alpine Skiing,alpine combined women,Women,GOLD,High,Moderate
2014,Europe,Austria,Alpine Skiing,alpine combined women,Women,SILVER,High,Moderate
2014,North America,United States,Alpine Skiing,alpine combined women,Women,BRONZE,High,Critical
2014,Europe,Slovenia,Alpine Skiing,giant slalom women,Women,GOLD,High,Moderate
2014,Europe,Austria,Alpine Skiing,giant slalom women,Women,SILVER,High,Moderate
2014,Europe,Germany,Alpine Skiing,giant slalom women,Women,BRONZE,High,Moderate
2014,North America,United States,Alpine Skiing,giant slalom men,Men,GOLD,High,Critical
2014,Europe,France,Alpine Skiing,giant slalom men,Men,SILVER,High,Severe
2014,Europe,France,Alpine Skiing,giant slalom men,Men,BRONZE,High,Severe
2014,Europe,Austria,Alpine Skiing,downhill men,Men,GOLD,High,Moderate
2014,Europe,Italy,Alpine Skiing,downhill men,Men,SILVER,High,Moderate
2014,Europe,Norway,Alpine Skiing,downhill men,Men,BRONZE,High,Moderate
2014,Europe,Slovenia,Alpine Skiing,downhill women,Women,GOLD,High,Moderate
2014,Europe,Switzerland,Alpine Skiing,downhill women,Women,GOLD,High,Severe
2014,Europe,Switzerland,Alpine Skiing,downhill women,Women,BRONZE,High,Severe
2014,North America,United States,Alpine Skiing,slalom women,Women,GOLD,High,Critical
2014,Europe,Austria,Alpine Skiing,slalom women,Women,SILVER,High,Moderate
2014,Europe,Austria,Alpine Skiing,slalom women,Women,BRONZE,High,Moderate
2014,Europe,Switzerland,Alpine Skiing,alpine combined men,Men,GOLD,High,Severe
2014,Europe,Croatia,Alpine Skiing,alpine combined men,Men,SILVER,High,Minimal
2014,Europe,Italy,Alpine Skiing,alpine combined men,Men,BRONZE,High,Moderate
2014,Europe,Austria,Alpine Skiing,slalom men,Men,GOLD,High,Moderate
2014,Europe,Austria,Alpine Skiing,slalom men,Men,SILVER,High,Moderate
2014,Europe,Norway,Alpine Skiing,slalom men,Men,BRONZE,High,Moderate
2014,North America,Canada,Curling,curling women,Women,GOLD,High,Moderate
2014,Europe,Sweden,Curling,curling women,Women,SILVER,High,Severe
2014,Europe,United Kingdom,Curling,curling women,Women,BRONZE,High,Severe
2014,North America,Canada,Curling,curling men,Men,GOLD,High,Moderate
2014,Europe,United Kingdom,Curling,curling men,Men,SILVER,High,Severe
2014,Europe,Sweden,Curling,curling men,Men,BRONZE,High,Severe
2014,North America,United States,Short Track Speed Skating,5000m relay men,Men,SILVER,High,Critical
2014,Asia,China,Short Track Speed Skating,5000m relay men,Men,BRONZE,High,Minimal
2014,North America,Canada,Short Track Speed Skating,1500m men,Men,GOLD,High,Moderate
2014,Asia,China,Short Track Speed Skating,1500m men,Men,SILVER,High,Minimal
2014,Asia,China,Short Track Speed Skating,500m women,Women,GOLD,High,Minimal
2014,Europe,Italy,Short Track Speed Skating,500m women,Women,SILVER,High,Moderate
2014,Asia,China,Short Track Speed Skating,1000m women,Women,SILVER,High,Minimal
2014,Asia,China,Short Track Speed Skating,1500m women,Women,GOLD,High,Minimal
2014,Europe,Italy,Short Track Speed Skating,1500m women,Women,BRONZE,High,Moderate
2014,Europe,Netherlands,Short Track Speed Skating,1000m men,Men,BRONZE,High,Moderate
2014,North America,Canada,Short Track Speed Skating,3000m relay women,Women,SILVER,High,Moderate
2014,Europe,Italy,Short Track Speed Skating,3000m relay women,Women,BRONZE,High,Moderate
2014,Asia,China,Short Track Speed Skating,500m men,Men,SILVER,High,Minimal
2014,North America,Canada,Short Track Speed Skating,500m men,Men,BRONZE,High,Moderate
2014,Europe,Netherlands,Speed skating,Team pursuit women,Women,GOLD,High,Moderate
2014,Europe,Poland,Speed skating,Team pursuit women,Women,SILVER,High,Minimal
2014,Europe,Netherlands,Speed skating,5000m men,Men,GOLD,High,Moderate
2014,Europe,Netherlands,Speed skating,5000m men,Men,SILVER,High,Moderate
2014,Europe,Netherlands,Speed skating,5000m men,Men,BRONZE,High,Moderate
2014,Europe,Czechia,Speed skating,5000m women,Women,GOLD,High,Minimal
2014,Europe,Netherlands,Speed skating,5000m women,Women,SILVER,High,Moderate
2014,Europe,Netherlands,Speed skating,5000m women,Women,BRONZE,High,Moderate
2014,Europe,Netherlands,Speed skating,1000m men,Men,GOLD,High,Moderate
2014,North America,Canada,Speed skating,1000m men,Men,SILVER,High,Moderate
2014,Europe,Netherlands,Speed skating,1000m men,Men,BRONZE,High,Moderate
2014,Europe,Netherlands,Speed skating,3000m women,Women,GOLD,High,Moderate
2014,Europe,Czechia,Speed skating,3000m women,Women,SILVER,High,Minimal
2014,Europe,Poland,Speed skating,1500m men,Men,GOLD,High,Minimal
2014,Europe,Netherlands,Speed skating,1500m men,Men,SILVER,High,Moderate
2014,North America,Canada,Speed skating,1500m men,Men,BRONZE,High,Moderate
2014,Europe,Netherlands,Speed skating,1500m women,Women,GOLD,High,Moderate
2014,Europe,Netherlands,Speed skating,1500m women,Women,SILVER,High,Moderate
2014,Europe,Netherlands,Speed skating,1500m women,Women,BRONZE,High,Moderate
2014,Europe,Netherlands,Speed skating,2x500m women,Women,BRONZE,High,Moderate
2014,Europe,Netherlands,Speed skating,2x500m men,Men,GOLD,High,Moderate
2014,Europe,Netherlands,Speed skating,2x500m men,Men,SILVER,High,Moderate
2014,Europe,Netherlands,Speed skating,2x500m men,Men,BRONZE,High,Moderate
2014,Europe,Netherlands,Speed skating,10000m men,Men,GOLD,High,Moderate
2014,Europe,Netherlands,Speed skating,10000m men,Men,SILVER,High,Moderate
2014,Europe,Netherlands,Speed skating,10000m men,Men,BRONZE,High,Moderate
2014,Asia,China,Speed skating,1000m women,Women,GOLD,High,Minimal
2014,Europe,Netherlands,Speed skating,1000m women,Women,SILVER,High,Moderate
2014,Europe,Netherlands,Speed skating,1000m women,Women,BRONZE,High,Moderate
2014,Europe,Netherlands,Speed skating,Team pursuit men,Men,GOLD,High,Moderate
2014,Europe,Poland,Speed skating,Team pursuit men,Men,BRONZE,High,Minimal
2014,Europe,Switzerland,Cross Country Skiing,Skiathlon 15km  15km men,Men,GOLD,High,Severe
2014,Europe,Sweden,Cross Country Skiing,Skiathlon 15km  15km men,Men,SILVER,High,Severe
2014,Europe,Norway,Cross Country Skiing,Skiathlon 15km  15km men,Men,BRONZE,High,Moderate
2014,Europe,Finland,Cross Country Skiing,Team sprint men,Men,GOLD,High,Severe
2014,Europe,Sweden,Cross Country Skiing,Team sprint men,Men,BRONZE,High,Severe
2014,Europe,Sweden,Cross Country Skiing,Relay 4x5km women,Women,GOLD,High,Severe
2014,Europe,Finland,Cross Country Skiing,Relay 4x5km women,Women,SILVER,High,Severe
2014,Europe,Germany,Cross Country Skiing,Relay 4x5km women,Women,BRONZE,High,Moderate
2014,Europe,Norway,Cross Country Skiing,Team sprint women,Women,GOLD,High,Moderate
2014,Europe,Finland,Cross Country Skiing,Team sprint women,Women,SILVER,High,Severe
2014,Europe,Sweden,Cross Country Skiing,Team sprint women,Women,BRONZE,High,Severe
2014,Europe,Norway,Cross Country Skiing,Sprint 15km men,Men,GOLD,High,Moderate
2014,Europe,Sweden,Cross Country Skiing,Sprint 15km men,Men,SILVER,High,Severe
2014,Europe,Sweden,Cross Country Skiing,Sprint 15km men,Men,BRONZE,High,Severe
2014,Europe,Sweden,Cross Country Skiing,Relay 4x10km men,Men,GOLD,High,Severe
2014,Europe,France,Cross Country Skiing,Relay 4x10km men,Men,BRONZE,High,Severe
2014,Europe,Norway,Cross Country Skiing,Skiathlon 7.5+7.5km women,Women,GOLD,High,Moderate
2014,Europe,Sweden,Cross Country Skiing,Skiathlon 7.5+7.5km women,Women,SILVER,High,Severe
2014,Europe,Norway,Cross Country Skiing,Skiathlon 7.5+7.5km women,Women,BRONZE,High,Moderate
2014,Europe,Switzerland,Cross Country Skiing,15km men,Men,GOLD,High,Severe
2014,Europe,Sweden,Cross Country Skiing,15km men,Men,SILVER,High,Severe
2014,Europe,Sweden,Cross Country Skiing,15km men,Men,BRONZE,High,Severe
2014,Europe,Poland,Cross Country Skiing,10km women,Women,GOLD,High,Minimal
2014,Europe,Sweden,Cross Country Skiing,10km women,Women,SILVER,High,Severe
2014,Europe,Norway,Cross Country Skiing,10km women,Women,BRONZE,High,Moderate
2014,Europe,Norway,Cross Country Skiing,sprint 15km women,Women,GOLD,High,Moderate
2014,Europe,Norway,Cross Country Skiing,sprint 15km women,Women,SILVER,High,Moderate
2014,Europe,Slovenia,Cross Country Skiing,sprint 15km women,Women,BRONZE,High,Moderate
2014,Europe,Norway,Cross Country Skiing,30km women,Women,GOLD,High,Moderate
2014,Europe,Norway,Cross Country Skiing,30km women,Women,SILVER,High,Moderate
2014,Europe,Norway,Cross Country Skiing,30km women,Women,BRONZE,High,Moderate
2014,North America,United States,Figure skating,Ice dancing mixed,Mixed,GOLD,High,Critical
2014,North America,Canada,Figure skating,Ice dancing mixed,Mixed,SILVER,High,Moderate
2014,North America,Canada,Figure skating,team mixed,Mixed,SILVER,High,Moderate
2014,North America,United States,Figure skating,team mixed,Mixed,BRONZE,High,Critical
2014,Europe,Germany,Figure skating,Pairs mixed,Mixed,BRONZE,High,Moderate
2014,Europe,Italy,Figure skating,Individual women,Women,BRONZE,High,Moderate
2014,Asia,Japan,Figure skating,Individual men,Men,GOLD,High,Minimal
2014,North America,Canada,Figure skating,Individual men,Men,SILVER,High,Moderate
2014,Asia,Kazakhstan,Figure skating,Individual men,Men,BRONZE,Medium-High,Moderate
2014,Europe,Germany,Ski Jumping,Teams men,Men,GOLD,High,Moderate
2014,Europe,Austria,Ski Jumping,Teams men,Men,SILVER,High,Moderate
2014,Asia,Japan,Ski Jumping,Teams men,Men,BRONZE,High,Minimal
2014,Europe,Poland,Ski Jumping,Normal Hill Individual men,Men,GOLD,High,Minimal
2014,Europe,Slovenia,Ski Jumping,Normal Hill Individual men,Men,SILVER,High,Moderate
2014,Europe,Norway,Ski Jumping,Normal Hill Individual men,Men,BRONZE,High,Moderate
2014,Europe,Germany,Ski Jumping,Normal Hill Individual women,Women,GOLD,High,Moderate
2014,Europe,Austria,Ski Jumping,Normal Hill Individual women,Women,SILVER,High,Moderate
2014,Europe,France,Ski Jumping,Normal Hill Individual women,Women,BRONZE,High,Severe
2014,Europe,Poland,Ski Jumping,Large Hill Individual men,Men,GOLD,High,Minimal
2014,Asia,Japan,Ski Jumping,Large Hill Individual men,Men,SILVER,High,Minimal
2014,Europe,Slovenia,Ski Jumping,Large Hill Individual men,Men,BRONZE,High,Moderate
2014,Europe,Austria,Snowboard,Parallel slalom women,Women,GOLD,High,Moderate
2014,Europe,Germany,Snowboard,Parallel slalom women,Women,SILVER,High,Moderate
2014,Europe,Germany,Snowboard,Parallel slalom women,Women,BRONZE,High,Moderate
2014,North America,United States,Snowboard,Half-pipe women,Women,GOLD,High,Critical
2014,Oceania,Australia,Snowboard,Half-pipe women,Women,SILVER,High,Critical
2014,North America,United States,Snowboard,Half-pipe women,Women,BRONZE,High,Critical
2014,Europe,Switzerland,Snowboard,Giant parallel slalom women,Women,GOLD,High,Severe
2014,Asia,Japan,Snowboard,Giant parallel slalom women,Women,SILVER,High,Minimal
2014,North America,United States,Snowboard,Slopestyle women,Women,GOLD,High,Critical
2014,Europe,Finland,Snowboard,Slopestyle women,Women,SILVER,High,Severe
2014,Europe,United Kingdom,Snowboard,Slopestyle women,Women,BRONZE,High,Severe
2014,Europe,Czechia,Snowboard,Snowboard Cross women,Women,GOLD,High,Minimal
2014,North America,Canada,Snowboard,Snowboard Cross women,Women,SILVER,High,Moderate
2014,Europe,France,Snowboard,Snowboard Cross women,Women,BRONZE,High,Severe
2014,Europe,Switzerland,Snowboard,Giant parallel slalom men,Men,SILVER,High,Severe
2014,Europe,Slovenia,Snowboard,Giant parallel slalom men,Men,BRONZE,High,Moderate
2014,Europe,Slovenia,Snowboard,Parallel slalom men,Men,SILVER,High,Moderate
2014,Europe,Austria,Snowboard,Parallel slalom men,Men,BRONZE,High,Moderate
2014,Europe,Switzerland,Snowboard,Half-pipe men,Men,GOLD,High,Severe
2014,Asia,Japan,Snowboard,Half-pipe men,Men,SILVER,High,Minimal
2014,Asia,Japan,Snowboard,Half-pipe men,Men,BRONZE,High,Minimal
2014,North America,United States,Snowboard,Slopestyle men,Men,GOLD,High,Critical
2014,Europe,Norway,Snowboard,Slopestyle men,Men,SILVER,High,Moderate
2014,North America,Canada,Snowboard,Slopestyle men,Men,BRONZE,High,Moderate
2014,Europe,France,Snowboard,Snowboard Cross men,Men,GOLD,High,Severe
2014,North America,United States,Snowboard,Snowboard Cross men,Men,BRONZE,High,Critical
2014,Europe,Latvia,Skeleton,Individual men,Men,SILVER,High,Severe
2014,North America,United States,Skeleton,Individual men,Men,BRONZE,High,Critical
2014,Europe,United Kingdom,Skeleton,Individual women,Women,GOLD,High,Severe
2014,North America,United States,Skeleton,Individual women,Women,SILVER,High,Critical
2014,Europe,Germany,Luge,Singles women,Women,GOLD,High,Moderate
2014,Europe,Germany,Luge,Singles women,Women,SILVER,High,Moderate
2014,North America,United States,Luge,Singles women,Women,BRONZE,High,Critical
2014,Europe,Germany,Luge,Mixed Team Relay mixed,Mixed,GOLD,High,Moderate
2014,Europe,Latvia,Luge,Mixed Team Relay mixed,Mixed,BRONZE,High,Severe
2014,Europe,Germany,Luge,Doubles mixed,Open,GOLD,High,Moderate
2014,Europe,Austria,Luge,Doubles mixed,Open,SILVER,High,Moderate
2014,Europe,Latvia,Luge,Doubles mixed,Open,BRONZE,High,Severe
2014,Europe,Germany,Luge,Singles men,Men,GOLD,High,Moderate
2014,Europe,Italy,Luge,Singles men,Men,BRONZE,High,Moderate
2014,Europe,France,Freestyle Skiing,Ski Cross men,Men,GOLD,High,Severe
2014,Europe,France,Freestyle Skiing,Ski Cross men,Men,SILVER,High,Severe
2014,Europe,France,Freestyle Skiing,Ski Cross men,Men,BRONZE,High,Severe
2014,North America,United States,Freestyle Skiing,Ski Halfpipe men,Men,GOLD,High,Critical
2014,North America,Canada,Freestyle Skiing,Ski Halfpipe men,Men,SILVER,High,Moderate
2014,Europe,France,Freestyle Skiing,Ski Halfpipe men,Men,BRONZE,High,Severe
2014,Europe,Belarus,Freestyle Skiing,Aerials men,Men,GOLD,High,Severe
2014,Oceania,Australia,Freestyle Skiing,Aerials men,Men,SILVER,High,Critical
2014,Asia,China,Freestyle Skiing,Aerials men,Men,BRONZE,High,Minimal
2014,North America,Canada,Freestyle Skiing,Ski Slopestyle women,Women,GOLD,High,Moderate
2014,North America,United States,Freestyle Skiing,Ski Slopestyle women,Women,SILVER,High,Critical
2014,North America,Canada,Freestyle Skiing,Ski Slopestyle women,Women,BRONZE,High,Moderate
2014,North America,United States,Freestyle Skiing,Ski Halfpipe women,Women,GOLD,High,Critical
2014,Europe,France,Freestyle Skiing,Ski Halfpipe women,Women,SILVER,High,Severe
2014,Asia,Japan,Freestyle Skiing,Ski Halfpipe women,Women,BRONZE,High,Minimal
2014,North America,Canada,Freestyle Skiing,Moguls men,Men,GOLD,High,Moderate
2014,North America,Canada,Freestyle Skiing,Moguls men,Men,SILVER,High,Moderate
2014,North America,Canada,Freestyle Skiing,Moguls women,Women,GOLD,High,Moderate
2014,North America,Canada,Freestyle Skiing,Moguls women,Women,SILVER,High,Moderate
2014,North America,United States,Freestyle Skiing,Moguls women,Women,BRONZE,High,Critical
2014,Europe,Belarus,Freestyle Skiing,Aerials women,Women,GOLD,High,Severe
2014,Asia,China,Freestyle Skiing,Aerials women,Women,SILVER,High,Minimal
2014,Oceania,Australia,Freestyle Skiing,Aerials women,Women,BRONZE,High,Critical
2014,North America,United States,Freestyle Skiing,Ski Slopestyle men,Men,GOLD,High,Critical
