year,region,country,discipline_title,event_title,event_gender,medal_type,life_expectancy,dalys_impact_levels_for_depression
2018,Europe,United Kingdom,Skeleton,Women,Women,GOLD,High,Severe
2018,Europe,Germany,Skeleton,Women,Women,SILVER,High,Moderate
2018,Europe,United Kingdom,Skeleton,Women,Women,BRONZE,High,Severe
2018,Europe,United Kingdom,Skeleton,Men,Men,BRONZE,High,Severe
2018,Europe,Netherlands,Speed skating,Men’s 5000m,Men,GOLD,High,Moderate
2018,North America,Canada,Speed skating,Men’s 5000m,Men,SILVER,High,Moderate
2018,Europe,Norway,Speed skating,Men’s 5000m,Men,BRONZE,High,Moderate
2018,Asia,Japan,Speed skating,Ladies’ Mass Start,Women,GOLD,High,Minimal
2018,Europe,Netherlands,Speed skating,Ladies’ Mass Start,Women,BRONZE,High,Moderate
2018,Europe,Norway,Speed skating,Men’s 500m,Men,GOLD,High,Moderate
2018,Asia,China,Speed skating,Men’s 500m,Men,BRONZE,High,Minimal
2018,Asia,Japan,Speed skating,Ladies’ 500m,Women,GOLD,High,Minimal
2018,Europe,Czechia,Speed skating,Ladies’ 500m,Women,BRONZE,High,Minimal
2018,Europe,Norway,Speed skating,Men’s Team Pursuit,Men,GOLD,High,Moderate
2018,Europe,Netherlands,Speed skating,Men’s Team Pursuit,Men,BRONZE,High,Moderate
2018,North America,Canada,Speed skating,Men’s 10000m,Men,GOLD,High,Moderate
2018,Europe,Netherlands,Speed skating,Men’s 10000m,Men,SILVER,High,Moderate
2018,Europe,Italy,Speed skating,Men’s 10000m,Men,BRONZE,High,Moderate
2018,Europe,Netherlands,Speed skating,Men’s 1500m,Men,GOLD,High,Moderate
2018,Europe,Netherlands,Speed skating,Men’s 1500m,Men,SILVER,High,Moderate
2018,Europe,Netherlands,Speed skating,Ladies’ 3000m,Women,GOLD,High,Moderate
2018,Europe,Netherlands,Speed skating,Ladies’ 3000m,Women,SILVER,High,Moderate
2018,Europe,Netherlands,Speed skating,Ladies’ 3000m,Women,BRONZE,High,Moderate
2018,Europe,Netherlands,Speed skating,Men’s 1000m,Men,GOLD,High,Moderate
2018,Europe,Norway,Speed skating,Men’s 1000m,Men,SILVER,High,Moderate
2018,Asia,Japan,Speed skating,Ladies’ Team Pursuit,Women,GOLD,High,Minimal
2018,Europe,Netherlands,Speed skating,Ladies’ Team Pursuit,Women,SILVER,High,Moderate
2018,North America,United States,Speed skating,Ladies’ Team Pursuit,Women,BRONZE,High,Critical
2018,Europe,Netherlands,Speed skating,Ladies’ 5000m,Women,GOLD,High,Moderate
2018,Europe,Czechia,Speed skating,Ladies’ 5000m,Women,SILVER,High,Minimal
2018,Europe,Netherlands,Speed skating,Ladies’ 1500m,Women,GOLD,High,Moderate
2018,Asia,Japan,Speed skating,Ladies’ 1500m,Women,SILVER,High,Minimal
2018,Europe,Netherlands,Speed skating,Ladies’ 1500m,Women,BRONZE,High,Moderate
2018,Europe,Belgium,Speed skating,Men’s Mass Start,Men,SILVER,High,Moderate
2018,Europe,Netherlands,Speed skating,Men’s Mass Start,Men,BRONZE,High,Moderate
2018,Europe,Netherlands,Speed skating,Ladies’ 1000m,Women,GOLD,High,Moderate
2018,Asia,Japan,Speed skating,Ladies’ 1000m,Women,SILVER,High,Minimal
2018,Asia,Japan,Speed skating,Ladies’ 1000m,Women,BRONZE,High,Minimal
2018,Europe,France,Biathlon,2x6km Women + 2x7.5km Men Mixed Relay,Mixed,GOLD,High,Severe
2018,Europe,Norway,Biathlon,2x6km Women + 2x7.5km Men Mixed Relay,Mixed,SILVER,High,Moderate
2018,Europe,Italy,Biathlon,2x6km Women + 2x7.5km Men Mixed Relay,Mixed,BRONZE,High,Moderate
2018,Europe,Norway,Biathlon,Men’s 20km Individual,Men,GOLD,High,Moderate
2018,Europe,Slovenia,Biathlon,Men’s 20km Individual,Men,SILVER,High,Moderate
2018,Europe,Austria,Biathlon,Men’s 20km Individual,Men,BRONZE,High,Moderate
2018,Europe,Sweden,Biathlon,Women’s 15km Individual,Women,GOLD,High,Severe
2018,Europe,Slovakia,Biathlon,Women’s 15km Individual,Women,SILVER,High,Minimal
2018,Europe,Germany,Biathlon,Women’s 15km Individual,Women,BRONZE,High,Moderate
2018,Europe,Germany,Biathlon,Men’s 10km Sprint,Men,GOLD,High,Moderate
2018,Europe,Czechia,Biathlon,Men’s 10km Sprint,Men,SILVER,High,Minimal
2018,Europe,Italy,Biathlon,Men’s 10km Sprint,Men,BRONZE,High,Moderate
2018,Europe,France,Biathlon,Men’s 12.5km Pursuit,Men,GOLD,High,Severe
2018,Europe,Sweden,Biathlon,Men’s 12.5km Pursuit,Men,SILVER,High,Severe
2018,Europe,Germany,Biathlon,Men’s 12.5km Pursuit,Men,BRONZE,High,Moderate
2018,Europe,Germany,Biathlon,Women’s 7.5km Sprint,Women,GOLD,High,Moderate
2018,Europe,Norway,Biathlon,Women’s 7.5km Sprint,Women,SILVER,High,Moderate
2018,Europe,Czechia,Biathlon,Women’s 7.5km Sprint,Women,BRONZE,High,Minimal
2018,Europe,Slovakia,Biathlon,Women’s 12.5km Mass Start,Women,GOLD,High,Minimal
2018,Europe,Belarus,Biathlon,Women’s 12.5km Mass Start,Women,SILVER,High,Severe
2018,Europe,Norway,Biathlon,Women’s 12.5km Mass Start,Women,BRONZE,High,Moderate
2018,Europe,Sweden,Biathlon,Men’s 4x7.5km Relay,Men,GOLD,High,Severe
2018,Europe,Norway,Biathlon,Men’s 4x7.5km Relay,Men,SILVER,High,Moderate
2018,Europe,Germany,Biathlon,Men’s 4x7.5km Relay,Men,BRONZE,High,Moderate
2018,Europe,Germany,Biathlon,Women’s 10km Pursuit,Women,GOLD,High,Moderate
2018,Europe,Slovakia,Biathlon,Women’s 10km Pursuit,Women,SILVER,High,Minimal
2018,Europe,France,Biathlon,Women’s 10km Pursuit,Women,BRONZE,High,Severe
2018,Europe,Belarus,Biathlon,Women’s 4x6km Relay,Women,GOLD,High,Severe
2018,Europe,Sweden,Biathlon,Women’s 4x6km Relay,Women,SILVER,High,Severe
2018,Europe,France,Biathlon,Women’s 4x6km Relay,Women,BRONZE,High,Severe
2018,Europe,France,Biathlon,Men’s 15km Mass Start,Men,GOLD,High,Severe
2018,Europe,Germany,Biathlon,Men’s 15km Mass Start,Men,SILVER,High,Moderate
2018,Europe,Norway,Biathlon,Men’s 15km Mass Start,Men,BRONZE,High,Moderate
2018,Europe,France,Snowboard,Men’s Snowboard Cross,Men,GOLD,High,Severe
2018,Oceania,Australia,Snowboard,Men’s Snowboard Cross,Men,SILVER,High,Critical
2018,Europe,Spain,Snowboard,Men’s Snowboard Cross,Men,BRONZE,High,Critical
2018,North America,Canada,Snowboard,Men’s Big Air,Men,GOLD,High,Moderate
2018,North America,United States,Snowboard,Men’s Big Air,Men,SILVER,High,Critical
2018,Europe,United Kingdom,Snowboard,Men’s Big Air,Men,BRONZE,High,Severe
2018,North America,United States,Snowboard,Ladies’ Slopestyle,Women,GOLD,High,Critical
2018,North America,Canada,Snowboard,Ladies’ Slopestyle,Women,SILVER,High,Moderate
2018,Europe,Finland,Snowboard,Ladies’ Slopestyle,Women,BRONZE,High,Severe
2018,Europe,Italy,Snowboard,Ladies’ Snowboard Cross,Women,GOLD,High,Moderate
2018,Europe,France,Snowboard,Ladies’ Snowboard Cross,Women,SILVER,High,Severe
2018,Europe,Czechia,Snowboard,Ladies’ Snowboard Cross,Women,BRONZE,High,Minimal
2018,North America,United States,Snowboard,Ladies’ Halfpipe,Women,GOLD,High,Critical
2018,Asia,China,Snowboard,Ladies’ Halfpipe,Women,SILVER,High,Minimal
2018,North America,United States,Snowboard,Ladies’ Halfpipe,Women,BRONZE,High,Critical
2018,Europe,Czechia,Snowboard,Ladies’ Parallel Giant Slalom,Women,GOLD,High,Minimal
2018,Europe,Germany,Snowboard,Ladies’ Parallel Giant Slalom,Women,SILVER,High,Moderate
2018,Europe,Germany,Snowboard,Ladies’ Parallel Giant Slalom,Women,BRONZE,High,Moderate
2018,Europe,Switzerland,Snowboard,Men’s Parallel Giant Slalom,Men,GOLD,High,Severe
2018,Europe,Slovenia,Snowboard,Men’s Parallel Giant Slalom,Men,BRONZE,High,Moderate
2018,North America,United States,Snowboard,Men’s Halfpipe,Men,GOLD,High,Critical
2018,Asia,Japan,Snowboard,Men’s Halfpipe,Men,SILVER,High,Minimal
2018,Oceania,Australia,Snowboard,Men’s Halfpipe,Men,BRONZE,High,Critical
2018,North America,United States,Snowboard,Men’s Slopestyle,Men,GOLD,High,Critical
2018,North America,Canada,Snowboard,Men’s Slopestyle,Men,SILVER,High,Moderate
2018,North America,Canada,Snowboard,Men’s Slopestyle,Men,BRONZE,High,Moderate
2018,Europe,Austria,Snowboard,Ladies’ Big Air,Women,GOLD,High,Moderate
2018,North America,United States,Snowboard,Ladies’ Big Air,Women,SILVER,High,Critical
2018,Oceania,New Zealand,Snowboard,Ladies’ Big Air,Women,BRONZE,High,Severe
2018,Europe,Switzerland,Freestyle Skiing,Ladies’ Ski Slopestyle,Women,GOLD,High,Severe
2018,Europe,Switzerland,Freestyle Skiing,Ladies’ Ski Slopestyle,Women,SILVER,High,Severe
2018,Europe,United Kingdom,Freestyle Skiing,Ladies’ Ski Slopestyle,Women,BRONZE,High,Severe
2018,North America,United States,Freestyle Skiing,Men’s Ski Halfpipe,Men,GOLD,High,Critical
2018,North America,United States,Freestyle Skiing,Men’s Ski Halfpipe,Men,SILVER,High,Critical
2018,Oceania,New Zealand,Freestyle Skiing,Men’s Ski Halfpipe,Men,BRONZE,High,Severe
2018,Europe,Belarus,Freestyle Skiing,Ladies’ Aerials,Women,GOLD,High,Severe
2018,Asia,China,Freestyle Skiing,Ladies’ Aerials,Women,SILVER,High,Minimal
2018,Asia,China,Freestyle Skiing,Ladies’ Aerials,Women,BRONZE,High,Minimal
2018,Europe,France,Freestyle Skiing,Ladies’ Moguls,Women,GOLD,High,Severe
2018,North America,Canada,Freestyle Skiing,Ladies’ Moguls,Women,SILVER,High,Moderate
2018,Asia,Kazakhstan,Freestyle Skiing,Ladies’ Moguls,Women,BRONZE,Medium-High,Moderate
2018,North America,Canada,Freestyle Skiing,Men’s Moguls,Men,GOLD,High,Moderate
2018,Oceania,Australia,Freestyle Skiing,Men’s Moguls,Men,SILVER,High,Critical
2018,Asia,Japan,Freestyle Skiing,Men’s Moguls,Men,BRONZE,High,Minimal
2018,North America,Canada,Freestyle Skiing,Ladies’ Ski Cross,Women,GOLD,High,Moderate
2018,North America,Canada,Freestyle Skiing,Ladies’ Ski Cross,Women,SILVER,High,Moderate
2018,Europe,Switzerland,Freestyle Skiing,Ladies’ Ski Cross,Women,BRONZE,High,Severe
2018,North America,Canada,Freestyle Skiing,Ladies’ Ski Halfpipe,Women,GOLD,High,Moderate
2018,Europe,France,Freestyle Skiing,Ladies’ Ski Halfpipe,Women,SILVER,High,Severe
2018,North America,United States,Freestyle Skiing,Ladies’ Ski Halfpipe,Women,BRONZE,High,Critical
2018,North America,Canada,Freestyle Skiing,Men’s Ski Cross,Men,GOLD,High,Moderate
2018,Europe,Switzerland,Freestyle Skiing,Men’s Ski Cross,Men,SILVER,High,Severe
2018,Europe,Ukraine,Freestyle Skiing,Men’s Aerials,Men,GOLD,High,Severe
2018,Asia,China,Freestyle Skiing,Men’s Aerials,Men,SILVER,High,Minimal
2018,Europe,Norway,Freestyle Skiing,Men’s Ski Slopestyle,Men,GOLD,High,Moderate
2018,North America,United States,Freestyle Skiing,Men’s Ski Slopestyle,Men,SILVER,High,Critical
2018,North America,Canada,Freestyle Skiing,Men’s Ski Slopestyle,Men,BRONZE,High,Moderate
2018,Europe,Germany,Nordic Combined,Individual Gundersen Large Hill/10km,Men,GOLD,High,Moderate
2018,Europe,Germany,Nordic Combined,Individual Gundersen Large Hill/10km,Men,SILVER,High,Moderate
2018,Europe,Germany,Nordic Combined,Individual Gundersen Large Hill/10km,Men,BRONZE,High,Moderate
2018,Europe,Germany,Nordic Combined,Team Gundersen Large Hill/4x5km,Men,GOLD,High,Moderate
2018,Europe,Norway,Nordic Combined,Team Gundersen Large Hill/4x5km,Men,SILVER,High,Moderate
2018,Europe,Austria,Nordic Combined,Team Gundersen Large Hill/4x5km,Men,BRONZE,High,Moderate
2018,Europe,Germany,Nordic Combined,Individual Gundersen Normal Hill/10km,Men,GOLD,High,Moderate
2018,Asia,Japan,Nordic Combined,Individual Gundersen Normal Hill/10km,Men,SILVER,High,Minimal
2018,Europe,Austria,Nordic Combined,Individual Gundersen Normal Hill/10km,Men,BRONZE,High,Moderate
2018,Europe,Sweden,Curling,Women,Women,GOLD,High,Severe
2018,Asia,Japan,Curling,Women,Women,BRONZE,High,Minimal
2018,North America,Canada,Curling,Mixed Doubles,Mixed,GOLD,High,Moderate
2018,Europe,Switzerland,Curling,Mixed Doubles,Mixed,SILVER,High,Severe
2018,Europe,Norway,Curling,Mixed Doubles,Mixed,BRONZE,High,Moderate
2018,North America,United States,Curling,Men,Men,GOLD,High,Critical
2018,Europe,Sweden,Curling,Men,Men,SILVER,High,Severe
2018,Europe,Switzerland,Curling,Men,Men,BRONZE,High,Severe
2018,North America,Canada,Figure skating,Team event,Mixed,GOLD,High,Moderate
2018,North America,United States,Figure skating,Team event,Mixed,BRONZE,High,Critical
2018,North America,Canada,Figure skating,Ice Dance,Mixed,GOLD,High,Moderate
2018,Europe,France,Figure skating,Ice Dance,Mixed,SILVER,High,Severe
2018,North America,United States,Figure skating,Ice Dance,Mixed,BRONZE,High,Critical
2018,Europe,Germany,Figure skating,Pair Skating,Mixed,GOLD,High,Moderate
2018,Asia,China,Figure skating,Pair Skating,Mixed,SILVER,High,Minimal
2018,North America,Canada,Figure skating,Pair Skating,Mixed,BRONZE,High,Moderate
2018,Asia,Japan,Figure skating,Men's Single Skating,Men,GOLD,High,Minimal
2018,Asia,Japan,Figure skating,Men's Single Skating,Men,SILVER,High,Minimal
2018,Europe,Spain,Figure skating,Men's Single Skating,Men,BRONZE,High,Critical
2018,North America,Canada,Figure skating,Ladies' Single Skating,Women,BRONZE,High,Moderate
2018,Europe,Poland,Ski Jumping,Men’s Large Hill Individual,Men,GOLD,High,Minimal
2018,Europe,Germany,Ski Jumping,Men’s Large Hill Individual,Men,SILVER,High,Moderate
2018,Europe,Norway,Ski Jumping,Men’s Large Hill Individual,Men,BRONZE,High,Moderate
2018,Europe,Norway,Ski Jumping,Ladies’ Normal Hill Individual,Women,GOLD,High,Moderate
2018,Europe,Germany,Ski Jumping,Ladies’ Normal Hill Individual,Women,SILVER,High,Moderate
2018,Asia,Japan,Ski Jumping,Ladies’ Normal Hill Individual,Women,BRONZE,High,Minimal
2018,Europe,Norway,Ski Jumping,Men’s Team,Men,GOLD,High,Moderate
2018,Europe,Germany,Ski Jumping,Men’s Team,Men,SILVER,High,Moderate
2018,Europe,Poland,Ski Jumping,Men’s Team,Men,BRONZE,High,Minimal
2018,Europe,Germany,Ski Jumping,Men’s Normal Hill Individual,Men,GOLD,High,Moderate
2018,Europe,Norway,Ski Jumping,Men’s Normal Hill Individual,Men,SILVER,High,Moderate
2018,Europe,Norway,Ski Jumping,Men’s Normal Hill Individual,Men,BRONZE,High,Moderate
2018,Europe,Netherlands,Short Track,Ladies’ 1000m,Women,GOLD,High,Moderate
2018,North America,Canada,Short Track,Ladies’ 1000m,Women,SILVER,High,Moderate
2018,Europe,Italy,Short Track,Ladies’ 1000m,Women,BRONZE,High,Moderate
2018,Asia,China,Short Track,Ladies’ 1500m,Women,SILVER,High,Minimal
2018,North America,Canada,Short Track,Ladies’ 1500m,Women,BRONZE,High,Moderate
2018,Europe,Italy,Short Track,Ladies’ 500m,Women,GOLD,High,Moderate
2018,Europe,Netherlands,Short Track,Ladies’ 500m,Women,SILVER,High,Moderate
2018,North America,Canada,Short Track,Ladies’ 500m,Women,BRONZE,High,Moderate
2018,Europe,Hungary,Short Track,Men’s 5000m Relay,Men,GOLD,High,Minimal
2018,Asia,China,Short Track,Men’s 5000m Relay,Men,SILVER,High,Minimal
2018,North America,Canada,Short Track,Men’s 5000m Relay,Men,BRONZE,High,Moderate
2018,North America,Canada,Short Track,Men’s 1000m,Men,GOLD,High,Moderate
2018,North America,United States,Short Track,Men’s 1000m,Men,SILVER,High,Critical
2018,Asia,China,Short Track,Men’s 500m,Men,GOLD,High,Minimal
2018,Europe,Italy,Short Track,Ladies’ 3000m Relay,Women,SILVER,High,Moderate
2018,Europe,Netherlands,Short Track,Ladies’ 3000m Relay,Women,BRONZE,High,Moderate
2018,Europe,Netherlands,Short Track,Men’s 1500m,Men,SILVER,High,Moderate
2018,Europe,Switzerland,Alpine Skiing,Ladies’ Alpine Combined,Women,GOLD,High,Severe
2018,North America,United States,Alpine Skiing,Ladies’ Alpine Combined,Women,SILVER,High,Critical
2018,Europe,Switzerland,Alpine Skiing,Ladies’ Alpine Combined,Women,BRONZE,High,Severe
2018,Europe,Austria,Alpine Skiing,Men’s Alpine Combined,Men,GOLD,High,Moderate
2018,Europe,France,Alpine Skiing,Men’s Alpine Combined,Men,SILVER,High,Severe
2018,Europe,France,Alpine Skiing,Men’s Alpine Combined,Men,BRONZE,High,Severe
2018,Europe,Austria,Alpine Skiing,Men’s Giant Slalom,Men,GOLD,High,Moderate
2018,Europe,Norway,Alpine Skiing,Men’s Giant Slalom,Men,SILVER,High,Moderate
2018,Europe,France,Alpine Skiing,Men’s Giant Slalom,Men,BRONZE,High,Severe
2018,Europe,Sweden,Alpine Skiing,Men’s Slalom,Men,GOLD,High,Severe
2018,Europe,Switzerland,Alpine Skiing,Men’s Slalom,Men,SILVER,High,Severe
2018,Europe,Austria,Alpine Skiing,Men’s Slalom,Men,BRONZE,High,Moderate
2018,Europe,Austria,Alpine Skiing,Men’s Super-G,Men,GOLD,High,Moderate
2018,Europe,Switzerland,Alpine Skiing,Men’s Super-G,Men,SILVER,High,Severe
2018,Europe,Norway,Alpine Skiing,Men’s Super-G,Men,BRONZE,High,Moderate
2018,Europe,Sweden,Alpine Skiing,Ladies’ Slalom,Women,GOLD,High,Severe
2018,Europe,Switzerland,Alpine Skiing,Ladies’ Slalom,Women,SILVER,High,Severe
2018,Europe,Austria,Alpine Skiing,Ladies’ Slalom,Women,BRONZE,High,Moderate
2018,North America,United States,Alpine Skiing,Ladies’ Giant Slalom,Women,GOLD,High,Critical
2018,Europe,Norway,Alpine Skiing,Ladies’ Giant Slalom,Women,SILVER,High,Moderate
2018,Europe,Italy,Alpine Skiing,Ladies’ Giant Slalom,Women,BRONZE,High,Moderate
2018,Europe,Italy,Alpine Skiing,Ladies’ Downhill,Women,GOLD,High,Moderate
2018,Europe,Norway,Alpine Skiing,Ladies’ Downhill,Women,SILVER,High,Moderate
2018,North America,United States,Alpine Skiing,Ladies’ Downhill,Women,BRONZE,High,Critical
2018,Europe,Norway,Alpine Skiing,Men’s Downhill,Men,GOLD,High,Moderate
2018,Europe,Norway,Alpine Skiing,Men’s Downhill,Men,SILVER,High,Moderate
2018,Europe,Switzerland,Alpine Skiing,Men’s Downhill,Men,BRONZE,High,Severe
2018,Europe,Czechia,Alpine Skiing,Ladies’ Super-G,Women,GOLD,High,Minimal
2018,Europe,Austria,Alpine Skiing,Ladies’ Super-G,Women,SILVER,High,Moderate
2018,Europe,Switzerland,Alpine Skiing,Alpine Team Event,Mixed,GOLD,High,Severe
2018,Europe,Austria,Alpine Skiing,Alpine Team Event,Mixed,SILVER,High,Moderate
2018,Europe,Norway,Alpine Skiing,Alpine Team Event,Mixed,BRONZE,High,Moderate
2018,Europe,Germany,Luge,Women’s Singles,Women,GOLD,High,Moderate
2018,Europe,Germany,Luge,Women’s Singles,Women,SILVER,High,Moderate
2018,North America,Canada,Luge,Women’s Singles,Women,BRONZE,High,Moderate
2018,Europe,Germany,Luge,Team Relay,Mixed,GOLD,High,Moderate
2018,North America,Canada,Luge,Team Relay,Mixed,SILVER,High,Moderate
2018,Europe,Austria,Luge,Team Relay,Mixed,BRONZE,High,Moderate
2018,Europe,Austria,Luge,Men’s Singles,Men,GOLD,High,Moderate
2018,North America,United States,Luge,Men’s Singles,Men,SILVER,High,Critical
2018,Europe,Germany,Luge,Men’s Singles,Men,BRONZE,High,Moderate
2018,Europe,Germany,Luge,Doubles,Open,GOLD,High,Moderate
2018,Europe,Austria,Luge,Doubles,Open,SILVER,High,Moderate
2018,Europe,Germany,Luge,Doubles,Open,BRONZE,High,Moderate
2018,North America,United States,Ice Hockey,Women,Women,GOLD,High,Critical
2018,North America,Canada,Ice Hockey,Women,Women,SILVER,High,Moderate
2018,Europe,Finland,Ice Hockey,Women,Women,BRONZE,High,Severe
2018,Europe,Germany,Ice Hockey,Men,Men,SILVER,High,Moderate
2018,North America,Canada,Ice Hockey,Men,Men,BRONZE,High,Moderate
2018,Europe,Norway,Cross Country Skiing,Ladies’ 4x5km Relay,Women,GOLD,High,Moderate
2018,Europe,Sweden,Cross Country Skiing,Ladies’ 4x5km Relay,Women,SILVER,High,Severe
2018,Europe,Norway,Cross Country Skiing,Men’s Sprint Classic,Men,GOLD,High,Moderate
2018,Europe,Italy,Cross Country Skiing,Men’s Sprint Classic,Men,SILVER,High,Moderate
2018,Europe,Switzerland,Cross Country Skiing,Men’s 15km Free,Men,GOLD,High,Severe
2018,Europe,Norway,Cross Country Skiing,Men’s 15km Free,Men,SILVER,High,Moderate
2018,Europe,Norway,Cross Country Skiing,Men’s 4x10km Relay,Men,GOLD,High,Moderate
2018,Europe,France,Cross Country Skiing,Men’s 4x10km Relay,Men,BRONZE,High,Severe
2018,Europe,Norway,Cross Country Skiing,Ladies’ 10km Free,Women,GOLD,High,Moderate
2018,Europe,Sweden,Cross Country Skiing,Ladies’ 10km Free,Women,SILVER,High,Severe
2018,Europe,Norway,Cross Country Skiing,Ladies’ 10km Free,Women,BRONZE,High,Moderate
2018,Europe,Finland,Cross Country Skiing,Ladies’ 10km Free,Women,BRONZE,High,Severe
2018,Europe,Norway,Cross Country Skiing,Men’s 15km+15km Skiathlon,Men,GOLD,High,Moderate
2018,Europe,Norway,Cross Country Skiing,Men’s 15km+15km Skiathlon,Men,SILVER,High,Moderate
2018,Europe,Norway,Cross Country Skiing,Men’s 15km+15km Skiathlon,Men,BRONZE,High,Moderate
2018,Europe,Finland,Cross Country Skiing,Men’s 50km Mass Start Classic,Men,GOLD,High,Severe
2018,Europe,Sweden,Cross Country Skiing,Ladies’ 7.5km+7.5km Skiathlon,Women,GOLD,High,Severe
2018,Europe,Norway,Cross Country Skiing,Ladies’ 7.5km+7.5km Skiathlon,Women,SILVER,High,Moderate
2018,Europe,Finland,Cross Country Skiing,Ladies’ 7.5km+7.5km Skiathlon,Women,BRONZE,High,Severe
2018,North America,United States,Cross Country Skiing,Ladies’ Team Sprint Free,Women,GOLD,High,Critical
2018,Europe,Sweden,Cross Country Skiing,Ladies’ Team Sprint Free,Women,SILVER,High,Severe
2018,Europe,Norway,Cross Country Skiing,Ladies’ Team Sprint Free,Women,BRONZE,High,Moderate
2018,Europe,Sweden,Cross Country Skiing,Ladies’ Sprint Classic,Women,GOLD,High,Severe
2018,Europe,Norway,Cross Country Skiing,Ladies’ Sprint Classic,Women,SILVER,High,Moderate
2018,Europe,Norway,Cross Country Skiing,Men’s Team Sprint Free,Men,GOLD,High,Moderate
2018,Europe,France,Cross Country Skiing,Men’s Team Sprint Free,Men,BRONZE,High,Severe
2018,Europe,Norway,Cross Country Skiing,Ladies’ 30km Mass Start Classic,Women,GOLD,High,Moderate
2018,Europe,Finland,Cross Country Skiing,Ladies’ 30km Mass Start Classic,Women,SILVER,High,Severe
2018,Europe,Sweden,Cross Country Skiing,Ladies’ 30km Mass Start Classic,Women,BRONZE,High,Severe
2018,Europe,Germany,Bobsleigh,Women’s Bobsleigh,Women,GOLD,High,Moderate
2018,North America,United States,Bobsleigh,Women’s Bobsleigh,Women,SILVER,High,Critical
2018,North America,Canada,Bobsleigh,Women’s Bobsleigh,Women,BRONZE,High,Moderate
2018,Europe,Germany,Bobsleigh,Four-man,Open,GOLD,High,Moderate
2018,Europe,Germany,Bobsleigh,Four-man,Open,SILVER,High,Moderate
2018,North America,Canada,Bobsleigh,Two-man,Men,GOLD,High,Moderate
2018,Europe,Germany,Bobsleigh,Two-man,Men,GOLD,High,Moderate
2018,Europe,Latvia,Bobsleigh,Two-man,Men,BRONZE,High,Severe
2016,South America,Colombia,Cycling BMX,Individual women,Women,GOLD,High,Minimal
2016,North America,United States,Cycling BMX,Individual women,Women,SILVER,High,Critical
2016,South America,Venezuela,Cycling BMX,Individual women,Women,BRONZE,High,Moderate
2016,North America,United States,Cycling BMX,Individual men,Men,GOLD,High,Critical
2016,Europe,Netherlands,Cycling BMX,Individual men,Men,SILVER,High,Moderate
2016,South America,Colombia,Cycling BMX,Individual men,Men,BRONZE,High,Minimal
2016,Europe,United Kingdom,Golf,Individual men,Men,GOLD,High,Severe
2016,Europe,Sweden,Golf,Individual men,Men,SILVER,High,Severe
2016,North America,United States,Golf,Individual men,Men,BRONZE,High,Critical
2016,Oceania,New Zealand,Golf,Individual women,Women,SILVER,High,Severe
2016,Asia,China,Golf,Individual women,Women,BRONZE,High,Minimal
2016,North America,United States,Basketball,basketball men,Men,GOLD,High,Critical
2016,Europe,Serbia,Basketball,basketball men,Men,SILVER,High,Minimal
2016,Europe,Spain,Basketball,basketball men,Men,BRONZE,High,Critical
2016,North America,United States,Basketball,basketball women,Women,GOLD,High,Critical
2016,Europe,Spain,Basketball,basketball women,Women,SILVER,High,Critical
2016,Europe,Serbia,Basketball,basketball women,Women,BRONZE,High,Minimal
2016,Oceania,Fiji,Rugby,rugby-7 men,Men,GOLD,Medium-High,Minimal
2016,Europe,United Kingdom,Rugby,rugby-7 men,Men,SILVER,High,Severe
2016,Africa,South Africa,Rugby,rugby-7 men,Men,BRONZE,Medium-High,Severe
2016,Oceania,Australia,Rugby,rugby-7 women,Women,GOLD,High,Critical
2016,Oceania,New Zealand,Rugby,rugby-7 women,Women,SILVER,High,Severe
2016,North America,Canada,Rugby,rugby-7 women,Women,BRONZE,High,Moderate
2016,Europe,Spain,Gymnastics Rhythmic,Group All-Around women,Women,SILVER,High,Critical
2016,Europe,Bulgaria,Gymnastics Rhythmic,Group All-Around women,Women,BRONZE,High,Minimal
2016,Europe,Ukraine,Gymnastics Rhythmic,Individual All-Around women,Women,BRONZE,High,Severe
2016,Europe,Hungary,Fencing,épée individual women,Women,GOLD,High,Minimal
2016,Europe,Italy,Fencing,épée individual women,Women,SILVER,High,Moderate
2016,Asia,China,Fencing,épée individual women,Women,BRONZE,High,Minimal
2016,Europe,Italy,Fencing,foil individual men,Men,GOLD,High,Moderate
2016,North America,United States,Fencing,foil individual men,Men,SILVER,High,Critical
2016,Europe,Ukraine,Fencing,sabre individual women,Women,BRONZE,High,Severe
2016,Europe,Italy,Fencing,foil individual women,Women,SILVER,High,Moderate
2016,Africa,Tunisia,Fencing,foil individual women,Women,BRONZE,High,Critical
2016,Europe,Ukraine,Fencing,sabre team women,Women,SILVER,High,Severe
2016,North America,United States,Fencing,sabre team women,Women,BRONZE,High,Critical
2016,Europe,Romania,Fencing,épée team women,Women,GOLD,High,Minimal
2016,Asia,China,Fencing,épée team women,Women,SILVER,High,Minimal
2016,Europe,Hungary,Fencing,sabre individual men,Men,GOLD,High,Minimal
2016,North America,United States,Fencing,sabre individual men,Men,SILVER,High,Critical
2016,Europe,Hungary,Fencing,épée individual men,Men,SILVER,High,Minimal
2016,Europe,France,Fencing,épée individual men,Men,BRONZE,High,Severe
2016,Europe,France,Fencing,épée team men,Men,GOLD,High,Severe
2016,Europe,Italy,Fencing,épée team men,Men,SILVER,High,Moderate
2016,Europe,Hungary,Fencing,épée team men,Men,BRONZE,High,Minimal
